combined_title,release_year,release_date,is_top10,title,season,is_tv_show,tconst,titleType,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,_merge
Tribhanga - Tedhi Medhi Crazy,2021,20210115,True,tribhanga - tedhi medhi crazy,,False,,,,,,,,,left_only
True Story: Limited Series,2021,20211124,True,true story: limited series,,False,,,,,,,,,left_only
Twin Murders: the Silence of the White City,2020,20200306,True,twin murders: the silence of the white city,,False,,,,,,,,,left_only
Ugly Delicious: Season 2,2020,20200306,False,ugly delicious,2,True,,,,,,,,,left_only
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,20200512,False,unbreakable kimmy schmidt: kimmy vs. the reverend,,False,,,,,,,,,left_only
Unorthodox: Limited Series,2020,20200326,True,unorthodox: limited series,,False,,,,,,,,,left_only
Unsolved Mysteries: Volume 1,2020,20200701,True,unsolved mysteries: volume 1,,False,,,,,,,,,left_only
Unsolved Mysteries: Volume 2,2020,20201019,True,unsolved mysteries: volume 2,,False,,,,,,,,,left_only
Untold: Crime & Penalties,2021,20210831,False,untold: crime & penalties,,False,,,,,,,,,left_only
Upcoming Summer,2021,20211003,False,upcoming summer,,False,,,,,,,,,left_only
Uysallar: Season 1,2022,20220330,True,uysallar,1,True,,,,,,,,,left_only
Vendetta: Guerra nell'antimafia: Season 1,2021,20210924,False,vendetta: guerra nell'antimafia,1,True,,,,,,,,,left_only
Virgin River: Season 2,2020,20201127,True,virgin river,2,True,,,,,,,,,left_only
Virgin River: Season 3,2021,20210709,True,virgin river,3,True,,,,,,,,,left_only
Virgin River: Season 4,2022,20220720,True,virgin river,4,True,,,,,,,,,left_only
WHAT DID JACK DO?,2020,20200120,False,what did jack do?,,False,,,,,,,,,left_only
Waffles + Mochi's Holiday Feast,2021,20211123,False,waffles + mochi's holiday feast,,False,,,,,,,,,left_only
Was It Love?: Season 1,2020,20200708,True,was it love?,1,True,,,,,,,,,left_only
Wasp Network,2020,20200619,False,wasp network,,False,,,,,,,,,left_only
Well-Intended Love: Season 2,2020,20200213,True,well-intended love,2,True,,,,,,,,,left_only
Whispers: Limited Series,2020,20200611,False,whispers: limited series,,False,,,,,,,,,left_only
Whitestar,2020,20200508,False,whitestar,,False,,,,,,,,,left_only
Who Killed Malcolm X?: Season 1,2020,20200207,True,who killed malcolm x?,1,True,,,,,,,,,left_only
"Whose Vote Counts, Explained: Limited Series",2020,20200928,False,"whose vote counts, explained: limited series",,False,,,,,,,,,left_only
Win the Wilderness: Season 1,2020,20200126,False,win the wilderness,1,True,,,,,,,,,left_only
Without Saying Goodbye,2022,20220318,True,without saying goodbye,,False,,,,,,,,,left_only
Wizards: Tales of Arcadia: Season 1,2020,20200807,True,wizards: tales of arcadia,1,True,,,,,,,,,left_only
Word Party: Season 4,2020,20200121,True,word party,4,True,,,,,,,,,left_only
Word Party: Season 5,2021,20210302,True,word party,5,True,,,,,,,,,left_only
Workin' Moms: Season 4,2020,20200506,True,workin' moms,4,True,,,,,,,,,left_only
Workin' Moms: Season 5,2021,20210216,True,workin' moms,5,True,,,,,,,,,left_only
Workin' Moms: Season 6,2022,20220510,True,workin' moms,6,True,,,,,,,,,left_only
Worn Stories: Limited Series,2021,20210401,False,worn stories: limited series,,False,,,,,,,,,left_only
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,2020,20201103,False,ya no estoy aquí: una conversación entre guillermo del toro y alfonso cuarón,,False,,,,,,,,,left_only
YooHoo to the Rescue: Season 3,2020,20200325,False,yoohoo to the rescue,3,True,,,,,,,,,left_only
You Cannot Hide: Season 1,2020,20200124,True,you cannot hide,1,True,,,,,,,,,left_only
You Me Her: Season 5,2020,20200607,True,you me her,5,True,,,,,,,,,left_only
Young Wallander: Killer's Shadow,2022,20220217,True,young wallander: killer's shadow,,False,,,,,,,,,left_only
You’re Nothing Special: Season 1,2022,20220902,False,you’re nothing special,1,True,,,,,,,,,left_only
the goop lab with Gwyneth Paltrow: Season 1,2020,20200124,False,the goop lab with gwyneth paltrow,1,True,,,,,,,,,left_only
Òlòtūré,2020,20201002,False,òlòtūré,,False,,,,,,,,,left_only
​SAINT SEIYA: Knights of the Zodiac: Part II,2020,20200123,True,​saint seiya: knights of the zodiac: part ii,,False,,,,,,,,,left_only
